"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"How a honey bee solves an abstract conceptual problem","https://scispace.com/paper/wtcu5aBmdn0J","","","","D Minors","","https://www.researchgate.net/profile/Dorian-Minors/publication/319108816_How_a_honey_bee_solves_an_abstract_conceptual_problem/links/5991a30b0f7e9b09ffb009a1/How-a-honey-bee-solves-an-abstract-conceptual-problem.pdf","… the task, rather than an abstract rule. This outcome is supportive of a … So long as the sample varies unpredictably from trial to trial, … Individual performance over the course of training was …",""
"… of cognitive specialization in an insect: proficiency is maintained across elemental and higher-order visual learning but not between sensory modalities in honey bees","https://scispace.com/paper/1tL5IsMWSVsJ","","","","V Finke
D Baracchi
M Giurfa","","https://hal.science/hal-03453399/file/JEXBIO-2021-242470v2-Avargues-Weber.pdf","… days to determine the stability of individual performance. We did not extend … in performance over trial repetition (GLMM, n=18, Trial: χ 2 =9.0, P=… Conceptual learning by miniature brains …",""
"Exploration of the visual cognitive capacities of the bees","https://scispace.com/paper/E4FMBavSKA4J","","","","A Avarguès-Weber","","https://hal.science/tel-05023836/document","… Insights from honeybees and wasps in fine visual recognition tasks. Front … between these rewarded stimuli, varying from trial to trial between the four different arrangements, and …",""
"Cognitive neuroscience and miniature brains—Dissecting higher-order learning in the brain of honey bees","https://scispace.com/paper/0D-nV6xm5x8J","","","","M Giurfa","","","… neurobiological analysis that can be directly correlated with individual performance scores. … Since samples vary, animals must learn the abstract rule: “always choose what you were …",""
"Ants resort to heuristics when facing relational-learning tasks they cannot solve","https://scispace.com/paper/ants-resort-to-heuristics-when-facing-relational-learning-4o3eev6ymo","2020","Journal Article","Proceedings of The Royal Society B: Biological Sciences","Felix B. Oberhauser
Felix B. Oberhauser
Alexandra Koch
M. De Agrò
M. De Agrò
K. Rex
Tomer J. Czaczkes","10.1098/RSPB.2020.1262","https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2020.1262","… However, how honeybees solve those complex tasks and whether … To obtain an estimate of individual performance consistency, we calculated … Conceptual learning by miniature brains …","We humans sort the world around us into conceptual groups, such as 'the same' or 'different', which facilitates many cognitive tasks. Applying such abstract concepts can improve problem-solving success and is therefore worth the cognitive investment. In this study, we investigated whether ants (Lasius niger) can learn the relational rule of 'the same' or 'different' by training them in an odour match-to-sample test over 48 visits. While ants in the 'different' treatment improved significantly over time, reaching around 65% correct decisions, ants in the 'same' treatment did not. Ants did not seem able to learn such abstract relational concepts, but instead created their own individual strategy to try to solve the problem: some ants decided to 'always go left', others preferred a 'go to the more salient cue' heuristic which systematically biased their decisions. These heuristics even occasionally lowered the success rate in the experiment below chance, indicating that following any rule may be more desirable then making truly random decisions. As the finding that ants resort to heuristics when facing hard-to-solve decisions was discovered post-hoc, we strongly encourage other researchers to ask whether employing heuristics in the face of challenging tasks is a widespread phenomenon in insects."
"Operant Conditioning in Honey Bees (Apis mellifera L.): The Cap Pushing Response","https://scispace.com/paper/operant-conditioning-in-honey-bees-apis-mellifera-l-the-cap-1cx1z554tn","2016","Journal Article","PLOS ONE","Charles I. Abramson
Christopher W. Dinges
Harrington Wells","10.1371/JOURNAL.PONE.0162347","https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0162347&type=printable","… conceptual learning even in organisms with neuronal systems as relatively simple as the honey bee … on the initial trial, a is the learning-rate parameter, and n is the trial number [52]. The …","The honey bee has been an important model organism for studying learning and memory. More recently, the honey bee has become a valuable model to understand perception and cognition. However, the techniques used to explore psychological phenomena in honey bees have been limited to only a few primary methodologies such as the proboscis extension reflex, sting extension reflex, and free flying target discrimination-tasks. Methods to explore operant conditioning in bees and other invertebrates are not as varied as with vertebrates. This may be due to the availability of a suitable response requirement. In this manuscript we offer a new method to explore operant conditioning in honey bees: the cap pushing response (CPR). We used the CPR to test for difference in learning curves between novel auto-shaping and more traditional explicit-shaping. The CPR protocol requires bees to exhibit a novel behavior by pushing a cap to uncover a food source. Using the CPR protocol we tested the effects of both explicit-shaping and auto-shaping techniques on operant conditioning. The goodness of fit and lack of fit of these data to the Rescorla-Wagner learning-curve model, widely used in classical conditioning studies, was tested. The model fit well to both control and explicit-shaping results, but only for a limited number of trials. Learning ceased rather than continuing to asymptotically approach the physiological most accurate possible. Rate of learning differed between shaped and control bee treatments. Learning rate was about 3 times faster for shaped bees, but for all measures of proficiency control and shaped bees reached the same level. Auto-shaped bees showed one-trial learning rather than the asymptotic approach to a maximal efficiency. However, in terms of return-time, the auto-shaped bees’ learning did not carry over to the covered-well test treatments."
"Individual cognition and collective behaviour in ants","https://scispace.com/paper/individual-cognition-and-collective-behaviour-in-ants-4samhn5tbp","2019","Dissertation","","Felix B. Oberhauser","","https://epub.uni-regensburg.de/41141/2/Supplementary_material.zip","… when we tried to test conceptual learning abilities in ants. Thus far, … This season was very much a transition point for me as a … This is illustrated by honeybee scouts, a subset of foragers …","Eusocial insects are impressive on individual and collective level. Collectively, they build nests and efficiently exploit and monopolise nearby resources by sharing information amongst their members. Such collective behaviours are shaped by remarkable and multi-facetted individual abilities and decision-making processes. By revealing and investigating factors which influence individual decision making, this thesis provides a deeper insight into the cognitive lives of ants while contributing to a more cohesive understanding of colony behaviour as a whole.
In chapter 2, we demonstrated that foraging ants form expectations about value-neutral qualities of a food source – such as its taste – and dislike food which deviates from those expectations. As such dislike is translated into reduced recruitment, it will have a direct impact on colony-level behaviour. Expectations are thus a potential driver of foraging decisions.
Ants excel in navigation, and we showed in chapter 3 that ants can rapidly learn olfactory or spatial cues to localise food sources. Moreover, when those two types of private information where put into conflict, ants exclusively relied on olfaction. This demonstrates that one type of information can entirely dominate decisions in certain situations.
While we demonstrated that ants learn simple associations rapidly, nothing was known about their ability to learn abstract relations between stimuli, although concept learning has been reported in honeybees. Thus, in chapter 4, we trained ants to learn a relational rule of same/different, but found that the ants, instead of solving such a complex task via learning, resorted to heuristics such as ‘go left’ or ‘go to the more salient cue’. Intriguingly, the heuristics used varied between individual ants.
Learning is dependent on reward and motivation and in chapter 5 we investigated whether those factors alone could explain individual and collective foraging behaviour. While we only found small effects of reward magnitude and motivation on learning, persistence rates varied dramatically in lower motivated colonies. An agent-based model using the empirical data further demonstrated that individual decisions alone can cause ecologically sensible colony-level foraging behaviour.
Finally, in chapter 6 we explored whether colonies could make sensible collective decisions in the context of trail-clearing by Australian meat ants. We found that ant colonies preferentially cleared trails toward a food source if the alternative detours were long. The underlying mechanisms seem to be dependent on individual propensities to remove obstacles which leads to the emergence of paths.
Taken together, the results of this thesis broaden our understanding of individual cognition in ants and demonstrate that properties inherent to individuals, such as experience or task propensities, systematically influence decisions and thus impact the collective."
"Visual discrimination transfer and modulation by biogenic amines in honeybees","https://scispace.com/paper/visual-discrimination-transfer-and-modulation-by-biogenic-2d3j074qxv","2018","Journal Article","The Journal of Experimental Biology","Amanda Rodrigues Vieira
Nayara Salles
Marco Aurélio de Faria Borges
Theo Mota","10.1242/JEB.178830","https://www.researchgate.net/profile/Theo-Mota/publication/323882820_Visual_discrimination_transfer_and_modulation_by_biogenic_amines_in_honeybees/links/5b042e35aca2720ba099b5cb/Visual-discrimination-transfer-and-modulation-by-biogenic-amines-in-honeybees.pdf","… In order to evaluate in more detail the relationship between individual performance in … We found that virtually all bees (94%) mastering the visual discrimination task in a classical …","For more than a century, visual learning and memory have been studied in the honeybee Apis mellifera using operant appetitive conditioning. Although honeybees show impressive visual learning capacities in this well-established protocol, operant training of free-flying animals cannot be combined with invasive protocols for studying the neurobiological basis of visual learning. In view of this, different attempts have been made to develop new classical conditioning protocols for studying visual learning in harnessed honeybees, though learning performance remains considerably poorer than that for free-flying animals. Here, we investigated the ability of honeybees to use visual information acquired during classical conditioning in a new operant context. We performed differential visual conditioning of the proboscis extension reflex (PER) followed by visual orientation tests in a Y-maze. Classical conditioning and Y-maze retention tests were performed using the same pair of perceptually isoluminant chromatic stimuli, to avoid the influence of phototaxis during free-flying orientation. Visual discrimination transfer was clearly observed, with pre-trained honeybees significantly orienting their flights towards the former positive conditioned stimulus (CS+), thus showing that visual memories acquired by honeybees are resistant to context changes between conditioning and the retention test. We combined this visual discrimination approach with selective pharmacological injections to evaluate the effect of dopamine and octopamine in appetitive visual learning. Both octopaminergic and dopaminergic antagonists impaired visual discrimination performance, suggesting that both these biogenic amines modulate appetitive visual learning in honeybees. Our study brings new insight into cognitive and neurobiological mechanisms underlying visual learning in honeybees."
"Mission impossible: honey bees adjust time allocation when facing an unsolvable task","https://scispace.com/paper/mission-impossible-honey-bees-adjust-time-allocation-when-311du3uadn","2021","Journal Article","Animal Behaviour","Leslie Ng
Leslie Ng
Jair E. Garcia
Adrian G. Dyer
Adrian G. Dyer","10.1016/J.ANBEHAV.2021.10.001","https://www.researchgate.net/profile/Leslie-Ng/publication/355792369_Mission_impossible_honey_bees_adjust_time_allocation_when_facing_an_unsolvable_task/links/6401a88a0d98a97717d33ed6/Mission-impossible-honey-bees-adjust-time-allocation-when-facing-an-unsolvable-task.pdf","… Honey bees, Apis mellifera, are an important insect model … We therefore tested whether honey bees flexibly allocate time in a … Our findings suggest that honey bees demonstrate a time …",""
"Generalization lags behind learning on an auditory perceptual task","https://scispace.com/paper/generalization-lags-behind-learning-on-an-auditory-349bgwzrn0","2010","Journal Article","The Journal of Neuroscience","Beverly A. Wright
Roselyn M Wilson
Andrew T. Sabin","10.1523/JNEUROSCI.1441-10.2010","https://www.jneurosci.org/content/jneuro/30/35/11635.full.pdf","… of the trained condition (conceptual learning). The other pattern … Individual performance for the untrained stimulus interval … an investigation of learning in honeybees. Bees who received …","The generalization of learning from trained to untrained conditions is of great potential value because it markedly increases the efficacy of practice. In principle, generalization and the learning itself could arise from either the same or distinct neural changes. Here, we assessed these two possibilities in the realm of human perceptual learning by comparing the time course of improvement on a trained condition (learning) to that on an untrained condition (generalization) for an auditory temporal-interval discrimination task. While significant improvement on the trained condition occurred within 2 d, generalization to the untrained condition lagged behind, only emerging after 4 d. The different time courses for learning and generalization suggest that these two types of perceptual improvement can arise from at least partially distinct neural changes. The notably longer time course for generalization than learning demonstrates that increasing the duration of training can be an effective means to increase the number of conditions to which learning generalizes on perceptual tasks."
