"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Associative learning in honey bees","https://scispace.com/paper/associative-learning-in-honey-bees-52f1fouiar","1993","Journal Article","Apidologie","Randolf Menzel","10.1051/APIDO:19930301","https://scispace.com/pdf/associative-learning-in-honey-bees-52f1fouiar.pdf","in spatial orientation and learning during dance communication, but the mechanisms of this kind of learning are little understood. In associative learning, stimuli experienced immediately before the reward (usually sucrose solution) are memorized for the guidance of future behavior. Well-established paradigms have been used to characterize operant and classical conditioning. The classical conditioning of olfactory stimuli is a very effective form of learning in bees and has helped to describe the behavioral and physiological basis of memory formation. It is concluded that memory needs time to be established and is processed in sequential phases. The neuronal compartments of the brain involved in the chemosensory pathway appear to participate differently in the sequential memory phases. A model is developed which assigns the strong non-associative components in olfactory conditioning to the antennal lobes, and the associative components to the mushroom bodies and the lateral output region of the protocerebrum. It is speculated that the amnesia-sensitive memory resides in the mushroom bodies and the amnesia-resistant memory in certain structures (eg the lateral protocerebrum) perhaps together with the mushroom bodies.","Title: Associative learning in honey bees Authors: R Menzel"
"Bumblebees can detect floral humidity","https://scispace.com/paper/bumblebees-can-detect-floral-humidity-4du8alluq2","2021","Posted Content","bioRxiv","Michael J. M. Harrap
N. Hempel de Ibarra
Henry D. Knowles
Heather M. Whitney
Sean A. Rands","10.1101/2021.03.19.436119","https://scispace.com/pdf/bumblebees-can-detect-floral-humidity-4du8alluq2.pdf","Floral humidity, a region of elevated humidity proximal to the flower, occurs in many plant species and may add to their multimodal floral displays. So far, the ability to detect and respond to floral humidity cues has been only established for hawkmoths when they locate and extract nectar while hovering in front of some moth-pollinated flowers. To test whether floral humidity can be used by other more widespread generalist pollinators, we designed artificial flowers that presented biologically-relevant levels of humidity similar to those shown by flowering plants. Bumblebees showed a spontaneous preference for flowers which produced higher floral humidity. Furthermore, learning experiments showed that bumblebees are able to use differences in floral humidity to distinguish between rewarding and nonrewarding flowers. Our results indicate that bumblebees are sensitive to different levels of floral humidity. In this way floral humidity can add to the information provided by flowers and could impact pollinator behaviour more significantly than previously thought. Summary statementWe demonstrate for the first time that bumblebees show a preference to elevated floral humidity and can learn to distinguish flowers that differ in floral humidity levels.","learning speed between the dry and humid reward test groups were tested by removing parameter c d .T h e n , differences in the initial success rate (model intercept differences) between dry and humid reward test groups were tested for by removal of s d . Statistical models and simplification procedure for bee learning experiments:
 If these AIC comparisons indicated no differences between the dry and humid reward test groups, that is both s d and c d should not be retained in the standing best model, the difference in the learning speed between bees in the control group and the common learning speed of bees in the dry and humid reward test groups was tested for by removing c h . Then, a difference in the initial success rate (model intercept) between bees in the control group and the common initial success rate of bees in the dry and humid reward groups was tested for by removing s h . Lastly, the extent to which background learning occurs, i.e. whether bees in the control group (or groups that learn at the same speed should c h be removed from the standing best model), was tested by removal of parameter l. Statistical models and simplification procedure for bee learning experiments:
 If previous AIC comparisons indicated any differences between the dry and humid reward test groups, i.e. that one or both of s d and c d should be retained in the standing best model, the between test group comparisons described by the model were adjusted to allow comparisons of any separate test group responses with those of the control group. This adjustment of the model's comparisons was necessary if dry and humid reward groups were found to differ in intercept or learning, as these groups could differ from each other but not the control group; for example, if a change in intercept or learning speed occurred in only one test group. If the previous AIC comparisons indicated s d should be retained in the standing best model, H a would be replaced with H c , where: Statistical models and simplification procedure for bee learning experiments:
 1 bee is in the humid reward group: Statistical models and simplification procedure for bee learning experiments:
 Likewise, should c d be retained in the standing best model, H b would be replaced with H c . Such adjustments result in an equivalent model to the standing best model but where parameters s d or c d (when retained in the model) now describe changes in initial success and learning of bees in the dry reward group relative to i and l, the responses of the control group. Once the model comparisons are adjusted, the presence of differences in learning and then initial success between the control group and the dry reward group would be tested by (again) removing c d and then removing s d (if retained in the model). Differences in learning and then initial success between the control group and the humid reward group (or any shared responses of both groups depending on previous comparisons) were then tested by removing c h and then s h . Lastly, as before, the presence of learning independently of experimental test group was tested by removal of parameter l. Statistical models and simplification procedure for bee learning experiments:
 An annotated copy of the code used in this analysis is available attached to the datafiles deposited in figshare (https://figshare. com/articles/dataset/Data_from_Bumblebees_can_detect_floral_ humidity_/14292320)."
"The proboscis extension reflex to evaluate learning and memory in honeybees ( Apis mellifera ): some caveats","https://scispace.com/paper/the-proboscis-extension-reflex-to-evaluate-learning-and-59b3e6me1v","2012","Journal Article","Naturwissenschaften","Elisabeth H. Frost
Dave Shutler
Neil Kirk Hillier","10.1007/S00114-012-0955-8","https://scispace.com/pdf/the-proboscis-extension-reflex-to-evaluate-learning-and-59b3e6me1v.pdf","The proboscis extension reflex (PER) is widely used in a classical conditioning (Pavlovian) context to evaluate learning and memory of a variety of insect species. The literature is particularly prodigious for honeybees (Apis mellifera) with more than a thousand publications. Imagination appears to be the only limit to the types of challenges to which researchers subject honeybees, including all the sensory modalities and a broad diversity of environmental treatments. Accordingly, some remarkable insights have been achieved using PER. However, there are several challenges to evaluating the PER literature that warrant a careful and thorough review. We assess here variation in methods that makes interpretation of studies, even those researching the same question, tenuous. We suggest that the numerous variables that might influence experimental outcomes from PER be thoroughly detailed by researchers. Moreover, the influence of individual variables on results needs to carefully evaluated, as well as among two or more variables. Our intent is to encourage investigation of the influence of numerous variables on PER results.","(consistent with ) on learning or memory consolidation. However, although there is evidence that odour memories can last for the lifetime of a honeybee after a single association, individuals from one-trial conditioning were more susceptible to memory extinction when tested repeatedly . Other influences:
 Rather than belabour additional documented variation in PER that may arise from various experimental design factors, we instead list some important ones here: genotype and phenotype (e.g. age, caste) of bees that are tested , social and physical environmental conditions in the lab (group size, temperature, humidity, air flow, cage size, cage colour, cage materials, etc.; , acclimation interval and stimulus intensity . Interpreting PER studies:
 Clearly, there is widespread variability in PER methods; understandably, much of this variability (e.g. study climate, human error) and constraints (financial, temporal, logistic) will be unavoidable and in some cases necessitated by the questions being posed. Unfortunately, the relative influence (and potentially synergistic interaction) of a multitude of variables on PER results is often overlooked and has scarcely been evaluated . For example, the inclusion/exclusion of extinction trials in PER paradigms is an important difference among experimental designs. Although pesticides and other stressors do not always affect learning , they may significantly influence memory , thereby altering perceived risks to honeybee health. However, memory is not always assessed in PER studies (e.g. . Generally, learning an association is only advantageous if it can be recalled accurately and consistently. Even when memory is assessed, there is variability in when it is assessed (Table ). Some of this variability is guided by the hypotheses being tested (e.g. timing may differ for physiological versus ecological questions). Interpreting PER studies:
 Because of variation in PER methods, at best only cautious inferences can be made from evaluating inter-versus intra-laboratory findings (e.g.  or comparing laboratory results to data collected under more natural conditions ). The absence of scholarly discussion of variation in PER may stem from the multitude of paradigms, each with a unique set of variants. However, there must be increased awareness about this issue, and we suggest that authors provide clearer documentation of conditions under which PER is evaluated. It is imperative that researchers provide more thorough descriptions of their experimental designs and highlight/discuss the potential consequences of variation on the reliability and reproducibility of PER findings. Appropriate PER protocols need to be designed for common conditioning methods (e.g. absolute, differential, negative and positive patterning), including standardization of trial number, frequency, acclimation periods, etc. In cases where researchers deviate from these standards, alterations should be justified and analysed as a potential influence on PER performance. Finally, researchers need to specifically examine interacting effects of environmental, physiological and experimental variation on honeybee learning and memory. This research will hopefully point to future design of PER protocols. Acknowledgments Four reviewers made excellent suggestions that significantly improved this manuscript. We thank Daniel Deveau and Cate Little for help in collecting data, Kevin Spicer for supplying beehives, and Teams Shutler and Hillier for input. Funding was provided by NSERC via a PGS A scholarship to Frost and a Discovery Grant to Hillier, the Canadian Bee Research Fund, and Bee Maid."
"Elemental and non-elemental olfactory learning using PER conditioning in the bumblebee, Bombus terrestris","https://scispace.com/paper/elemental-and-non-elemental-olfactory-learning-using-per-xi6h9p3sps","2014","Journal Article","Apidologie","Frank M. J. Sommerlandt
Wolfgang Rössler
Johannes Spaethe","10.1007/S13592-013-0227-4","https://scispace.com/pdf/elemental-and-non-elemental-olfactory-learning-using-per-xi6h9p3sps.pdf","Learning olfactory stimuli and their implications is essential in bumblebees for orientation and recognition of nest sites and food sources. To evaluate associative learning abilities in bees under controlled environmental conditions, the proboscis extension response (PER) assay is a well-established method used in honeybees and has recently been successfully adapted to bumblebees. In this study, we examined the cognitive abilities of workers of the eusocial bumblebee, Bombus terrestris, by training individuals in different olfactory learning tasks using classical PER conditioning. We compared learning performance for four different floral odors. Individuals were able to solve absolute (A+) and differential (A+ vs. B−) conditioning tasks, and no differences were found between single odors and odor combinations, respectively. Furthermore, bumblebees performed well on a positive pattern discrimination task (A−, B− vs. AB+), but failed to solve the negative pattern discrimination (A+, B+ vs. AB−). Our results indicate that workers of B. terrestris possess elemental olfactory learning abilities, but, in contrast to previous findings in honeybees, fail in more complex tasks, such as negative pattern discrimination. We discuss possible ultimate causes that have led to the difference in learning capabilities between bumblebees and honeybees.","terrestris -Source link Authors: Frank M J Sommerlandt (Corresponding Author),Wolfgang Rössler,Johannes Spaethe Keywords: Associative learning, Bombus terrestris, Olfactory Learning and Bumblebee INTRODUCTION:
 Associative learning forms the basis for efficient foraging behavior in bees. It allows bees to relocate specific food sources, efficiently extract pollen and nectar from various flower types, and orientate accurately in time and space (for review see: . During appetitive conditioning, bees learn to associate a given olfactory, gustatory, visual, or tactile stimulus with a reward (e.g., sucrose solution) by forming an elemental association. In nature, stimuli often appear as multimodal blends rather than single elements. Under these conditions, associative learning involves relational dependencies, i.e., the meaning of a given stimulus varies as a function of its occurrence in combination with other stimuli. The processing and learning of complex stimuli is proposed to be accomplished in two different ways as follows : in an elemental approach, a complex stimulus is represented by its single elements, in a way that the association between the conditioned stimulus (CS) and the unconditioned stimulus (US) is formed by each element of the CS, i.e., the associative strength of a complex CS equals the sum of the strengths of its elements (elemental learning: ; ). On the other hand, in a configural approach,t h e  Original article representation of a complex CS is achieved as an association, which is distinct from that of the sum of the individual elements. Thus, according to the ""unique cue hypothesis,"" the learned multicomponent stimulus bears specific information which makes it distinguishable from its single elements (configural learning ;P e a r c e1987;M e n z e l et . INTRODUCTION:
 Several studies have investigated the elemental (simple linking of two stimuli or a stimulus and a response) and non-elemental (beyond simple linking;  olfactory learning abilities in honeybees , but only little is known about the capabilities of other (eusocial) bee species, e.g., the primitive eusocial bumblebees. Learning in bumblebees has usually been studied under free-flying conditions ;F a u r i ae ta l .2002;  that allow observations in more natural situations, but has the disadvantage of limited control over interindividual interactions and environmental effects. A method that provides the opportunity of Pavlovian (classical) conditioning under strictly controlled environmental conditions represents the proboscis extension response (PER) assay ; for review see . The PER assay is well established in honeybee olfactory learning  and has recently been adapted for bumblebees . Interestingly, recent findings by  provide evidence that bumblebees exhibit a strong learning asymmetry when they are asked to discriminate two different floral odors in a differential conditioning assay . This effect has been reported in honeybees only when bees have to distinguish between one floral and one pheromonal odor  or between odors of different concentrations . Furthermore, honeybees and bumblebees also differ in solving complex learning tasks, with honeybees reaching a higher overall olfactory learning performance  and acting fast, but more inaccurate in decision making . While honeybees perform remarkably well in solving complex non-elemental learning tasks , only little is known about these skills in bumblebees."
"Predicting Choices in Bumblebees (Bombus impatiens): Learning Rules and The Two-Armed Bandit","https://scispace.com/paper/predicting-choices-in-bumblebees-bombus-impatiens-learning-2znb2hy4e4","2016","","","Isabel Lucia Rojas-Ferrer","","https://scispace.com/pdf/predicting-choices-in-bumblebees-bombus-impatiens-learning-2znb2hy4e4.pdf",".....................................................................................................1 Chapter 1.....................................................................................................2 Foraging and Choice Mechanisms...............................................................3 Information Source.................................................................................5 Sampling and The Two Armed Bandit........................................................8 Rules of Thumb...................................................................................11 Learning and Memory............................................................................13 Learning Rules...................................................................................15 Bayes’ Theorem..........................................................................16 Linear Operator............................................................................17 Relative Payoff Sum...................................................................19 Perfect Memory.........................................................................19 Chapter 2...................................................................................................2","j=1,…,t. iv. Iterative form and memory window: This model should not be used at the individual level as it will cause over fitting. iv. Iterative form and memory window: A larger sample size is required to find the memory patterns. i. Function of memory weight in trials:
 Trials are statistically significant for the Linear Operator Rule (F(15,1719)=37.36, p<0.00000001), even when alpha equal to one has been removed (F(15,1575)=49.20, p<0.00000001). Furthermore, there was a statistica lly significant trial by alpha interaction (F(165,1719)=1.67, p<0.00000001). i. Function of memory weight in trials:
 ii. Function of memory weight with resource type b. Relative Payoff Sum:
 Our univariate repeated measures ANOVA showed that memory weights was a statistically significant factor (F(10,189)=34.22, p<0.00000001) . We compared 11 memory weights from zero to one (0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1). B. The Role of Preference:
 Using the first choice of the ten bees, we got an average of 0.6 for the color blue and a 0.4 for the color yellow. We then confirmed this preference using the using of 30 different bees exposed to the T-maze, were we found that the preference for the initial choice of the color blue is 0.63 and 0.36 for the color yellow. The generalized model showed that nine out of 10 bees had a strong preference for the color blue, while subject eight showed a strong preference for the color yellow. B. The Role of Preference:
 Essentially, the ratio for each bee demonstrated a flexible preference, except for subject #8 whose ratio reflected a strong preference for the color blue.  i. Individual Variation in Learning Rules:
 Due to the statistical significance for the interaction of subject and the learning rule that best describes the choice patterns observed. By getting the difference of the observed to the predicted choice and comparing it to zero, which means that there is no difference between both values, we looked for values that were not significant. As we are comparing the values to zero, any value that differs from zero assumes that the bee is not following the predictions of the model and the model does not best describe the behavior of the bee. We looked at the p-values for each bee for each learning rule and found that there is no statistical differenc e for any bee when using the Linear Operator rule. Subject 11 was the only statistically significant bee when evaluating the Relative Payoff Sum rule. Nine out of ten individuals showed no difference when using the Relative Payoff Sum rule. Only three individuals followed the predictions made by the Perfect Memory rule, the other six individuals were statistically significant for the Perfect Memory rule. Individuals showed a consistent trend in statistically significant values in all the learning rules for both of the resource types. D. Modeling and Comparing Learning Rules:
 We used a defiance information criterion for the Bayesian model selection. This"
"Cockroaches Show Individuality in Learning and Memory During Classical and Operant Conditioning.","https://scispace.com/paper/cockroaches-show-individuality-in-learning-and-memory-during-1ddkl85ojg","2020","Journal Article","Frontiers in Physiology","Cansu Arican
Janice Bulk
Nina Deisig
Martin P. Nawrot","10.3389/FPHYS.2019.01539","https://scispace.com/pdf/cockroaches-show-individuality-in-learning-and-memory-during-1ddkl85ojg.pdf","Animal personality and individuality are intensively researched in vertebrates and both concepts are increasingly applied to behavioral science in insects. However, only few studies have looked into individuality with respect to performance in learning and memory tasks. In vertebrates, individual learning capabilities vary considerably with respect to learning speed and learning rate. Likewise, honeybees express individual learning abilities in a wide range of classical conditioning protocols. Here, we study individuality in the learning and memory performance of cockroaches, both in classical and operant conditioning tasks. We implemented a novel classical (olfactory) conditioning paradigm where the conditioned response is established in the maxilla-labia response (MLR). Operant spatial learning was investigated in a forced two-choice task using a T-maze. Our results confirm individual learning abilities in classical conditioning of cockroaches that was reported for honeybees and vertebrates but contrast long-standing reports on stochastic learning behavior in fruit flies. In our experiments, most learners expressed a correct behavior after only a single learning trial showing a consistent high performance during training and test. We can further show that individual learning differences in insects are not limited to classical conditioning but equally appear in operant conditioning of the cockroach.","Anton,Fernando Locatelli,Nina Deisig,Martin Paul Nawrot,Cansu Arican,Janice Bulk Keywords: classical conditioning, operant conditioning, insect cognition, learning and memory, cockroach, insect behavior, personality INTRODUCTION:
 A behavioral syndrome defines a consistent behavior of an individual that is correlated across time and contexts. Animal personality  is expressed in long-term differences among individuals across a variety of behavioral traits such as boldness-shyness, exploration-avoidance, activity level, sociability, or aggression . While consistent behavioral traits have been heavily studied in vertebrates, literature on individuality and personality in invertebrates is still scarce (for review, see . The small amount of available data on invertebrate personality may be partly due to the traditional belief that invertebrates express stereotyped stimulus-response behaviors with little individual differences (e.g., . Invertebrate studies have primarily been conducted in the context of collective behavior in social contexts and mostly investigated how individual personalities influence the colony behavior (e.g., in cockroaches: . INTRODUCTION:
 At the level of animal cognition, inter-individual performance differences may reflect variation in cognitive ability independent of animal personality. However, individual cognitive styles may also inflict personality . Individuality has been intensively studied in learning and memory. Learning and memorizing the relevance of environmental cues is of major importance for the survival of virtually all animals. Individuals of a species can vary substantially in their learning performances as has been shown for both vertebrates (e.g.,  and invertebrates (for review, see . INTRODUCTION:
 In insects, studies have focused on bumblebees and honeybees. Bumblebees have been studied in a variety of tasks . For example, individual bumblebees that learn only a single flower parameter (odor or color) were more efficient in several ways than those that had learned two: they made fewer errors, had shorter flower handling times, corrected errors faster, and transitions between flowers were initially more rapid . It has further been shown that individual bumblebees consistently differ in their ability to learn to discriminate stimuli from the visual and olfactory modality . A systematic analysis of classical conditioning experiments in the honeybee found that the group-average learning behavior did not adequately represent the behavior of individual animals. This result was consistent across a large number of datasets including olfactory and tactile conditioning collected from more than 3,000 honeybees obtained during absolute and differential classical conditioning . Gradually increasing learning curves reflected an artifact of group averaging and the behavioral performance of individuals was characterized by an abrupt and often steplike increase in the level of response , a result that directly matches observation in vertebrates  but contradicts earlier findings in the fruit fly (Drosophila melanogaster) in which the group-average behavior has been described to represent the probabilistic expression of behavior in individuals ."
"Cockroaches show individuality in learning and memory during classical and operant conditioning","https://scispace.com/paper/cockroaches-show-individuality-in-learning-and-memory-during-1564foty98","2019","Posted Content","bioRxiv","Cansu Arican
Janice Bulk
Nina Deisig
Martin P. Nawrot","10.1101/825265","https://scispace.com/pdf/cockroaches-show-individuality-in-learning-and-memory-during-1564foty98.pdf","Animal personality and individuality are intensively researched in vertebrates and both concepts are increasingly applied to behavioral science in insects. However, only few studies have looked into individuality with respect to performance in learning and memory tasks. In vertebrates individual learning capabilities vary considerably with respect to learning speed and learning rate. Likewise, honeybees express individual learning abilities in a wide range of classical conditioning protocols. Here, we study individuality in the learning and memory performance of cockroaches, both in classical and operant conditioning tasks. We implemented a novel classical (olfactory) conditioning paradigm where the conditioned response is established in the maxilla-labia response (MLR). Operant spatial learning was investigated in a forced two-choice task using a T-maze. Our results confirm individual learning abilities in classical conditioning of cockroaches that was reported for honeybees and vertebrates but contrast long-standing reports on stochastic learning behavior in fruit flies. In our experiments, most learners expressed a correct behavior after only a single learning trial showing a consistent high performance during training and test. We can further show that individual learning differences in insects are not limited to classical conditioning but equally appear in operant conditioning of the cockroach.","Anton,Fernando Locatelli,Nina Deisig,Martin Paul Nawrot,Cansu Arican,Janice Bulk Keywords: classical conditioning, operant conditioning, insect cognition, learning and memory, cockroach, insect behavior, personality INTRODUCTION:
 A behavioral syndrome defines a consistent behavior of an individual that is correlated across time and contexts. Animal personality  is expressed in long-term differences among individuals across a variety of behavioral traits such as boldness-shyness, exploration-avoidance, activity level, sociability, or aggression . While consistent behavioral traits have been heavily studied in vertebrates, literature on individuality and personality in invertebrates is still scarce (for review, see . The small amount of available data on invertebrate personality may be partly due to the traditional belief that invertebrates express stereotyped stimulus-response behaviors with little individual differences (e.g., . Invertebrate studies have primarily been conducted in the context of collective behavior in social contexts and mostly investigated how individual personalities influence the colony behavior (e.g., in cockroaches: . INTRODUCTION:
 At the level of animal cognition, inter-individual performance differences may reflect variation in cognitive ability independent of animal personality. However, individual cognitive styles may also inflict personality . Individuality has been intensively studied in learning and memory. Learning and memorizing the relevance of environmental cues is of major importance for the survival of virtually all animals. Individuals of a species can vary substantially in their learning performances as has been shown for both vertebrates (e.g.,  and invertebrates (for review, see . INTRODUCTION:
 In insects, studies have focused on bumblebees and honeybees. Bumblebees have been studied in a variety of tasks . For example, individual bumblebees that learn only a single flower parameter (odor or color) were more efficient in several ways than those that had learned two: they made fewer errors, had shorter flower handling times, corrected errors faster, and transitions between flowers were initially more rapid . It has further been shown that individual bumblebees consistently differ in their ability to learn to discriminate stimuli from the visual and olfactory modality . A systematic analysis of classical conditioning experiments in the honeybee found that the group-average learning behavior did not adequately represent the behavior of individual animals. This result was consistent across a large number of datasets including olfactory and tactile conditioning collected from more than 3,000 honeybees obtained during absolute and differential classical conditioning . Gradually increasing learning curves reflected an artifact of group averaging and the behavioral performance of individuals was characterized by an abrupt and often steplike increase in the level of response , a result that directly matches observation in vertebrates  but contradicts earlier findings in the fruit fly (Drosophila melanogaster) in which the group-average behavior has been described to represent the probabilistic expression of behavior in individuals ."
"Honeybee Associative Learning Performance and Metabolic Stress Resilience Are Positively Associated","https://scispace.com/paper/honeybee-associative-learning-performance-and-metabolic-534fwvpfor","2010","Journal Article","PLOS ONE","Gro V. Amdam
Gro V. Amdam
Erin Fennern
Nicholas Baker
Brenda Rascón","10.1371/JOURNAL.PONE.0009740","https://scispace.com/pdf/honeybee-associative-learning-performance-and-metabolic-534fwvpfor.pdf","Background
Social-environmental influences can affect animal cognition and health. Also, human socio-economic status is a covariate factor connecting psychometric test-performance (a measure of cognitive ability), educational achievement, lifetime health, and survival. The complimentary hypothesis, that mechanisms in physiology can explain some covariance between the same traits, is disputed. Possible mechanisms involve metabolic biology affecting integrity and stability of physiological systems during development and ageing. Knowledge of these relationships is incomplete, and underlying processes are challenging to reveal in people. Model animals, however, can provide insights into connections between metabolic biology and physiological stability that may aid efforts to reduce human health and longevity disparities.","R = 0.18 for 722 human subjects . Thus, our results are statistically significant and in line with the interpretation that positive associations between variables related to CNS computational task-performance (in our case associative olfactory learning) and longevity are moderate. Conclusions:
 Bees have rich and quantifiable learning and memory repertoires , are amenable to functional genomic research, and provide the best-studied social invertebrate system to date . In this model, genotype, social environment, social history, behaviour, workload, nutrition, physiology, and health can be controlled -helping us identify and understand mechanisms that affect life-history. Such experiments already propose that life outcomes in social insects can be strongly influenced by metabolic biology . Conclusions:
 Similarities in patterns of test performance between different organisms need not reflect common functional principles , yet it is also difficult to predict which models will become the most valuable for addressing and understanding unresolved challenges in research . Many more studies will need to be conducted before we fully grasp how honeybees can best contribute toward research efforts to reduce health and longevity disparities between people. Bees:
 The experiments were performed in Spring 2009 at Arizona State University in Tempe AZ, USA, and utilized four singlecohort colonies . Each single-cohort colony was assembled with one egg-laying queen and several thousand workers. Within every colony, all workers belonged to one age-cohort. This demography was achieved by collecting honeybee combs with mature brood from a set of nine donor colonies. The combs were placed in an incubator overnight at 33uC in a relative humidity (RH) of 65-70%. The next morning, newly emerged bees (0-24 h old) were collected from the incubator and marked on the thorax with paint (Testors TM ) for identification. Bees:
 Two genetic sources were donors of newly emerged bees: i) genetically diverse wild type stocks from four colonies headed by openly mated queens of Californian commercial origin, and ii) a standard research stock maintained by instrumental insemination, using five colonies headed by queens inseminated with 1-2 drones (males) each. The wild type provided a background population for the single-cohort colonies, but all sampled bees came from the standard research stock, which has a well-documented and broad distribution of learning behaviour . Bees:
 The four colonies were prepared as two separate pairs for independent replication of our experiment. The first paired colonies (Replicate 1) each contained 2,700 wild type workers plus 2,300 bees of standard stock. The second paired colonies (Replicate 2) were assembled with 3,400 wild type workers plus 3,000 bees of standard stock."
"One-trial learning in larval Drosophila","https://scispace.com/paper/one-trial-learning-in-larval-drosophila-vzw1x7hmqf","2019","Journal Article","Learning & Memory","Aliće Weiglein
Florian Gerstner
Florian Gerstner
Nino Mancini
Michael Schleyer
Bertram Gerber
Bertram Gerber","10.1101/LM.049106.118","https://scispace.com/pdf/one-trial-learning-in-larval-drosophila-vzw1x7hmqf.pdf","Animals of many species are capable of ""small data"" learning, that is, of learning without repetition. Here we introduce larval Drosophila melanogaster as a relatively simple study case for such one-trial learning. Using odor-food associative conditioning, we first show that a sugar that is both sweet and nutritious (fructose) and sugars that are only sweet (arabinose) or only nutritious (sorbitol) all support appetitive one-trial learning. The same is the case for the optogenetic activation of a subset of dopaminergic neurons innervating the mushroom body, the memory center of the insects. In contrast, no one-trial learning is observed for an amino acid reward (aspartic acid). As regards the aversive domain, one-trial learning is demonstrated for high-concentration sodium chloride, but is not observed for a bitter tastant (quinine). Second, we provide follow-up, parametric analyses of odor-fructose learning. Specifically, we ascertain its dependency on the number and duration of training trials, the requirements for the behavioral expression of one-trial odor-fructose memory, its temporal stability, and the feasibility of one-trial differential conditioning. Our results set the stage for a neurogenetic analysis of one-trial learning and define the requirements for modeling mnemonic processes in the larva.",". It is interesting to note that memories established by one-trial learning might in themselves be composite, as has been shown by by varying the number and intensity of individual shock pulses within single training trials in wild-type versus mutant adult Drosophila. Stronger, or different, memories after one-versus three-trial training?:
 We note that an interpretation of acquisition fundamentally different from above was offered by . On the basis of the individual-animal performance of honeybees during and after one-trial or multiple-trial PER conditioning, the authors argue that in individual animals learning is actually a step-like process (also see  for examples of such one-trial learning during category formation in humans and gerbils, respectively). Once the animals have started to show learned behavior in the second trial, for example, they continue to do so during further acquisition trials. What increases across training trials, the authors argue, is the frequency of individual bees that turn into responders. Thus, the gradual appearance of an ""acquisition curve"" is suggested to be an artifact of averaging across animals. Indeed, 24-h-memory was similarly strong regardless of whether individual bees started to show learned behavior after the first or after subsequent training trials. ""Small data"" learning:
 In biological systems, one-trial associative learning is not unusual (see opening section). It should be of evolutionary benefit whenever, despite the limited predictive evidence that only one training trial can offer, the cost of wrongly not-predicting the outcome is higher than the cost of wrongly predicting it. Under such conditions, biological systems are apparently capable of lean, ""small data"" predictive learning that contrasts with the powerful and heavily energy-consuming ""big data"" predictive strategies of artificial intelligence . Materials and Methods:
 This study uses established methods for odor-taste associative learning in larval Drosophila , unless mentioned otherwise using the single-odor, absolute conditioning paradigm established for fructose as tastant by . In principle, one group of larvae receives an odor together with a tastant reinforcer (paired), whereas a second group is presented with the odor and the tastant separately from each other (unpaired). After such training, both groups are tested for their preference for the odor. Differences in odor preferences between paired-trained and unpaired-trained groups thus indicate associative memory. A distinct feature of the present study is that we use only one training trial, unless mentioned otherwise. Animals:
 We used 5-d-old, third instar, feeding-stage larvae from the Canton-S wild-type strain. Flies were maintained at 25°C, 60%-"
"A proboscis extension response protocol for investigating behavioral plasticity in insects: application to basic, biomedical, and agricultural research.","https://scispace.com/paper/a-proboscis-extension-response-protocol-for-investigating-312ds3qqde","2014","Journal Article","Journal of Visualized Experiments","Brian H. Smith
Christina M. Burden","10.3791/51057","https://scispace.com/pdf/a-proboscis-extension-response-protocol-for-investigating-312ds3qqde.pdf","Insects modify their responses to stimuli through experience of associating those stimuli with events important for survival (e.g., food, mates, threats). There are several behavioral mechanisms through which an insect learns salient associations and relates them to these events. It is important to understand this behavioral plasticity for programs aimed toward assisting insects that are beneficial for agriculture. This understanding can also be used for discovering solutions to biomedical and agricultural problems created by insects that act as disease vectors and pests. The Proboscis Extension Response (PER) conditioning protocol was developed for honey bees (Apis mellifera) over 50 years ago to study how they perceive and learn about floral odors, which signal the nectar and pollen resources a colony needs for survival. The PER procedure provides a robust and easy-to-employ framework for studying several different ecologically relevant mechanisms of behavioral plasticity. It is easily adaptable for use with several other insect species and other behavioral reflexes. These protocols can be readily employed in conjunction with various means for monitoring neural activity in the CNS via electrophysiology or bioimaging, or for manipulating targeted neuromodulatory pathways. It is a robust assay for rapidly detecting sub-lethal effects on behavior caused by environmental stressors, toxins or pesticides. We show how the PER protocol is straightforward to implement using two procedures. One is suitable as a laboratory exercise for students or for quick assays of the effect of an experimental treatment. The other provides more thorough control of variables, which is important for studies of behavioral conditioning. We show how several measures for the behavioral response ranging from binary yes/no to more continuous variable like latency and duration of proboscis extension can be used to test hypotheses. And, we discuss some pitfalls that researchers commonly encounter when they use the procedure for the first time.","Title: A Proboscis Extension Response Protocol for Investigating Behavioral Plasticity in Insects: Application to Basic, Biomedical, and Agricultural Research Authors: Brian H Smith (Corresponding Author),Christina M Burden Keywords: Neuroscience, Issue 91, PER, conditioning, honey bee, olfaction, olfactory processing, learning, memory, toxin assay"
