"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"320 Cerebro-Splanchnic Oxygenation in Extremly Preterm Infants and Its Correlation with Enteral Feeding","https://scispace.com/paper/320-cerebro-splanchnic-oxygenation-in-extremly-preterm-3sut1ng4mu","2010","Journal Article","Pediatric Research","E Deschmann
Mireille Vanpée
Marco Bartocci","10.1203/00006450-201011001-00320","https://scispace.com/pdf/320-cerebro-splanchnic-oxygenation-in-extremly-preterm-3sut1ng4mu.pdf","320 Cerebro-Splanchnic Oxygenation in Extremly Preterm Infants and Its Correlation with Enteral Feeding","Title: Poster Presentation Abstracts Authors: E Deschmann,M Vanpee,M Bartocci"
"321 Reproducibility of Cerebral Tissue Oxygen Saturation Measurements by Near Infrared Spectroscopy in Newborn Infants","https://scispace.com/paper/321-reproducibility-of-cerebral-tissue-oxygen-saturation-v5mc98rqpo","2010","Journal Article","Pediatric Research","Carmen Jenny
Martin Biallas
Ivo Trajkovic
Monika Julia Wolf","10.1203/00006450-201011001-00321","https://scispace.com/pdf/321-reproducibility-of-cerebral-tissue-oxygen-saturation-v5mc98rqpo.pdf","321 Reproducibility of Cerebral Tissue Oxygen Saturation Measurements by Near Infrared Spectroscopy in Newborn Infants","Title: Poster Presentation Abstracts Authors: E Deschmann,M Vanpee,M Bartocci"
"Better transfer learning with inferred successor maps","https://scispace.com/paper/better-transfer-learning-with-inferred-successor-maps-3nmdahgsoo","2019","Proceedings Article","Neural Information Processing Systems","Tamas Madarasz
Timothy E.J. Behrens","","https://scispace.com/pdf/better-transfer-learning-with-inferred-successor-maps-3nmdahgsoo.pdf","Humans and animals show remarkable flexibility in adjusting their behaviour when their goals, or rewards in the environment change. While such flexibility is a hallmark of intelligent behaviour, these multi-task scenarios remain an important challenge for machine learning algorithms and neurobiological models alike. We investigated two approaches that could enable this flexibility: factorized representations, which abstract away general aspects of a task from those prone to change, and nonparametric, memory-based approaches, which can provide a principled way of using similarity to past experiences to guide current behaviour. In particular, we combine the successor representation (SR), that factors the value of actions into expected outcomes and corresponding rewards, with evaluating task similarity through clustering the space of rewards. The proposed algorithm inverts a generative model over tasks, and dynamically samples from a flexible number of distinct SR maps while accumulating evidence about the current task context through amortized inference. It improves SR's transfer capabilities and outperforms competing algorithms and baselines in settings with both known and unsignalled rewards changes. Further, as a neurobiological model of spatial coding in the hippocampus, it explains important signatures of this representation, such as the ""flickering"" behaviour of hippocampal maps, and trajectory-dependent place cells (so-called splitter cells) and their dynamics. We thus provide a novel algorithmic approach for multi-task learning, as well as a common normative framework that links together these different characteristics of the brain's spatial representation.","Title: Better transfer learning with inferred successor maps Authors: Tamas J Madarasz,Timothy E Behrens"
"Explicit linear maximum likelihood estimation in mixed models","https://scispace.com/paper/explicit-linear-maximum-likelihood-estimation-in-mixed-26m5a0yefm","1999","Dissertation","","Shaun S. Wulff","","https://scispace.com/pdf/explicit-linear-maximum-likelihood-estimation-in-mixed-26m5a0yefm.pdf","approved: David S. Birkes Mixed models have been widely used to model data from experiments which have fixed and random factors. Often there is interest in the estimation of fixed effects and variance components. The likelihood procedure is a general technique that has been applied to such problems. This procedure can be computationally difficult, as iterative algorithms are needed to solve for estimators that satisfy the likelihood equations. Previous research has been done to identify conditions under which there exists an explicit linear estimator for the full fixed effect vector or for the full variance component vector. This thesis will examine explicit linear estimation in mixed models. The previous results will be extended to explicit linear estimation of a linear combination of the fixed effects or of a linear combination of the variance components. Specific results for the existence of an explicit linear estimator for a subvector of the full fixed effect vector or a subvector of the full variance component vector will also be presented. The results of the thesis will be demonstrated using various models encountered in the experimental design setting. Applications will also be presented which include interpreting iterative procedures to solve for the estimators, saving computer time in profile likelihood calculations for fixed effects, and uniformly minimum variance unbiased estimation. Redacted for Privacy ©Copyright by Shaun S. Wuiff June 2, 1999 All Rights Reserved Explicit Linear Maximum Likelihood Estimation in Mixed Models by Shaun S. Wulif A THESIS submitted to Oregon State University in partial fulfillment of the requirements for the degree of Doctor of Philosophy Presented June 2, 1999 Commencement June 2000 Doctor of Philosophy thesis of Shaun S. Wulff presented on June 2. 1999","Title: AN ABSTRACT OF THE THESIS OF Authors: Shaun S Wuiff,David S Birkes"
"Automated and dynamic abstraction of MPI application performance","https://scispace.com/paper/automated-and-dynamic-abstraction-of-mpi-application-4ysmjkk0a7","2016","Journal Article","Cluster Computing","Anna Sikora
Tomàs Margalef
Josep Jorba","10.1007/S10586-016-0615-4","https://scispace.com/pdf/automated-and-dynamic-abstraction-of-mpi-application-4ysmjkk0a7.pdf","Developing an efficient parallel application is not an easy task, and achieving a good performance requires a thorough understanding of the program's behavior. Careful performance analysis and optimization are crucial. To help developers or users of these applications to analyze the program's behavior, it is necessary to provide them with an abstraction of the application performance. In this paper, we propose a dynamic performance abstraction technique, which enables the automated discovery of causal execution paths, composed of communication and computational activities, in MPI parallel programs. This approach enables autonomous and low-overhead execution monitoring that generates performance knowledge about application behavior for the purpose of online performance diagnosis. Our performance abstraction technique reflects an application behavior and is made up of elements correlated with high-level program structures, such as loops and communication operations. Moreover, it characterizes all elements with statistical execution profiles. We have evaluated our approach on a variety of scientific parallel applications. In all scenarios, our online performance abstraction technique proved effective for low-overhead capturing of the program's behavior and facilitated performance understanding.","Title: Automated and dynamic abstraction of MPI application performance Authors: Anna Sikora,Tomàs Margalef,Josep Jorba Keywords: Online performance abstraction, Performance metrics, Automatic performance analysis, Parallel applications"
"Optical Modeling and Analysis of Peripheral Optics of Contact Lenses","https://scispace.com/paper/optical-modeling-and-analysis-of-peripheral-optics-of-32wq5u8fow","2012","Journal Article","Open Journal of Ophthalmology","Jie Shen
Frank Spors","10.4236/OJOPH.2012.23012","https://scispace.com/pdf/optical-modeling-and-analysis-of-peripheral-optics-of-32wq5u8fow.pdf","Background: Degraded peripheral vision has been hypothesized to be a stimulus for the development of foveal refractive error. Contact lenses have been widely used to correct central vision, but their impacts on peripheral vision are still unknown. The purpose of this study was to use optical model software to evaluate the peripheral optics of rigid gas permeable (RGP) and soft contact lenses (SCLs) in isolation. This will better assist us in understanding their peripheral optical performances on human eyes. Methods: An optical design software package (Zemax EE) was used to model peripheral optics of Menicon RGP lens and Acuvue 2 SCLs. Profiles of sphero-cylindrical power and major higher-order aberrations were computed in 10osteps out to 40o off-axis eccentricity for –3.0 D central focal power contact lens. The results of optical modeling were analyzed and compared with previously published experimental data. Results: –3.0 D RGP lenses and SCLs had –1.4 D and –2.0 D dioptric power at 40o eccentricity, respectively. The reduced dioptric power in the periphery of the analyzed contact lenses quantitatively matched with the reduced amount of hyperopic field curvature found from experimental data when these contact lenses fitted on human eyes. Cylindrical power increased to 0.3 D ~ 0.4 D at 40o eccentricity for both lens types. In addition, both contact lens types produced higher order aberrations, namely 1.2 μm coma and 0.15 μm spherical aberration at 40o eccentricity. Conclusions: Compared to SCLs, RGP lenses with equal focal power had less dioptric power in the periphery. Both RGP lenses and SCLs produced the same amount of major higher-order aberrations with increasing of the field angle. Some of these results can be used to predict and understand the peripheral optical performance of contact lenses on human eyes.","Acknowledgement:
 The authors thank Prof. Larry Thibos for co-authoring and providing comments in preparing the ARVO abstract of the same content in this article. Also thanks Audrey Vazquez for proofing reading this paper."
"A test fixture and deembedding procedure for high-frequency substrate characterization","https://scispace.com/paper/a-test-fixture-and-deembedding-procedure-for-high-frequency-1lnosgrmka","2005","Dissertation","","Kyle M. Webb","","https://scispace.com/pdf/a-test-fixture-and-deembedding-procedure-for-high-frequency-1lnosgrmka.pdf","","Title: AN ABSTRACT OF THE THESIS OF Authors: Kyle M Webb,Terri Fiez,Karti Mayaram"
"Out-of-pocket health care expenditures and household food insecurity among families with children","https://scispace.com/paper/out-of-pocket-health-care-expenditures-and-household-food-56bmae0p2a","2012","","","Megan Patton-Lopez","","https://scispace.com/pdf/out-of-pocket-health-care-expenditures-and-household-food-56bmae0p2a.pdf","approved:___________________________________________ Stephanie Bernell Since the late 1990s accelerated growth in health care spending coupled with a cost shift of health insurance from employers to employees has created an increased financial burden for many families. Past research suggests that financial burden due to out-of-pocket (OOP) health care costs limits access to health care and may reduce spending on other basic needs, such as food. The primary objective of this study was to assess the relationship between out-ofpocket health care expenditures and food insecurity among families with children. Secondarily, this study examined the relationship between the health status of children and household food security. This study used data from the Panel Study of Income Dynamics (PSID, 2003) to test whether higher out of pocket health care expenditures increase household food insecurity for families with children. Respondents reported out of pocket expenditures for both medical services and insurance premiums in 2001 and 2002. Food insecurity was measured for the previous 12 months using the 18-item USDA Food Security Survey Module. Multivariate weighted logit analysis was conducted to model the relationship between OOP health care costs and household food security status; and child health status and household food security. There was no evidence that higher OOP health care costs were associated with household food insecurity. However, among families earning less than 300 percent of the federal poverty threshold, having private insurance did increase the likelihood of experiencing food insecurity (OR =4.77, 95% CI = 0.05 1.02). Households with a child in poor health were not more likely to experience food insecurity; however having a wife in poor health was associated with food insecurity (OR = 4.00, 95% CI =1.679.52). The findings from this study suggest that programs designed to limit OOP health care spending among moderate and low income families should evaluate the impact on household food security. ©Copyright by Megan M. Patton-Lopez June 14, 2012 All Rights Reserved Out-of-Pocket Health Care Expenditures and Household Food Insecurity among Families with Children by Megan M. Patton-Lopez A DISSERTATION Submitted to Oregon State University in partial fulfillment of the requirements for the degree of Doctor of Philosophy Presented June 14, 2012 Commencement June 2013 Doctor of Philosophy dissertation of Megan M. Patton-Lopez presented on June 14, 2012.","Title: AN ABSTRACT OF THE DISSERTATION OF Authors: Megan M Patton-Lopez,Stephanie Bernell"
"Customer value creation process in Russian companies: The role of intellectual capital and knowledge management practices","https://scispace.com/paper/customer-value-creation-process-in-russian-companies-the-52c078pfuo","2014","Posted Content","Research Papers in Economics","Tatiana Andreeva
Y. Bezginova
Tatiana Garanina
Anastasia Sergeeva","","https://scispace.com/pdf/customer-value-creation-process-in-russian-companies-the-52c078pfuo.pdf","Research has been conducted with financial support as part of the project “Support of Research Projects of Graduate School of Management SPbU Academic Staff”
(Project No 162317042014)","Title: WORKING PAPER Authors: T Andreeva,Yulia Bezginova,T Garanina,A Sergeeva,Anastasia Sergeeva -Phd"
"ConceptMaster: Multi-Concept Video Customization on Diffusion
  Transformer Models Without Test-Time Tuning","https://scispace.com/paper/conceptmaster-multi-concept-video-customization-on-diffusion-1f9m5duxyarz","2025","Journal Article","","Yuzhou Huang
Ziyang Yuan
Qiang Liu
Qiulin Wang
Xintao Wang
Ruimao Zhang
Pengfei Wan
Wang Zhang
Kun Gai","10.48550/arxiv.2501.04698","https://scispace.compdf/conceptmaster-multi-concept-video-customization-on-diffusion-1f9m5duxyarz.pdf","Text-to-video generation has made remarkable advancements through diffusion models. However, Multi-Concept Video Customization (MCVC) remains a significant challenge. We identify two key challenges in this task: 1) the identity decoupling problem, where directly adopting existing customization methods inevitably mix attributes when handling multiple concepts simultaneously, and 2) the scarcity of high-quality video-entity pairs, which is crucial for training such a model that represents and decouples various concepts well. To address these challenges, we introduce ConceptMaster, an innovative framework that effectively tackles the critical issues of identity decoupling while maintaining concept fidelity in customized videos. Specifically, we introduce a novel strategy of learning decoupled multi-concept embeddings that are injected into the diffusion models in a standalone manner, which effectively guarantees the quality of customized videos with multiple identities, even for highly similar visual concepts. To further overcome the scarcity of high-quality MCVC data, we carefully establish a data construction pipeline, which enables systematic collection of precise multi-concept video-entity data across diverse concepts. A comprehensive benchmark is designed to validate the effectiveness of our model from three critical dimensions: concept fidelity, identity decoupling ability, and video generation quality across six different concept composition scenarios. Extensive experiments demonstrate that our ConceptMaster significantly outperforms previous approaches for this task, paving the way for generating personalized and semantically accurate videos across multiple concepts. ","Title: ConceptMaster: Multi-Concept Video Customization on Diffusion Transformer Models Without Test-Time Tuning Authors: Yuzhou Huang,Ziyang Yuan,Quande Liu,Qiulin Wang,Xintao Wang,Ruimao Zhang,Pengfei Wan,Di Zhang,Kun Gai"
"Medicaid prenatal care : testing the effectiveness of a prenatal intervention model","https://scispace.com/paper/medicaid-prenatal-care-testing-the-effectiveness-of-a-3mumhgppc3","2005","Dissertation","","Jan L. Buffa","","https://scispace.com/pdf/medicaid-prenatal-care-testing-the-effectiveness-of-a-3mumhgppc3.pdf","approved: The study evaluates the effectiveness of a pregnancy intervention model (PIM) developed to improve first trimester prenatal care utilization in a population of 2,694 low-income Medicaid women. Engagement in prenatal care is critical before prenatal care can occur. Early initiation of prenatal care is important for low income pregnant women at risk for poor birth outcomes and the Medicaid managed care organizations that enroll them. Once identified and enrolled the health plan utilization medical management staff assessed these women for a myriad of high risk and socially detrimental behaviors in order to facilitate, in a sensitive manner, their access to drug treatment or any needed service. Interventions included a real time identification, reporting, incentive model using medical informatics to supplement existing clinical based assessment of high risk pregnant women and nursing care coordination that included outreach, enrollment assistance, support Redacted for Privacy services, interagency coordination, home visits, transportation and medical home assignment. A difference was found in the utilization of first trimester prenatal care visits for all women who conceived after the intervention compared to those who conceived prior to the intervention date. A difference was also noted in the ""no prenatal care"" category due a decrease in the number of women who did not receive prenatal care. PIM appears to be a cost effective, simple solution to a real world problem.","Title: AN ABSTRACT OF THE DISSERTATION OF Authors: Jan L Buffa"
"Is dam development a mechanism for human security? Scale and perception of the Grand Ethiopian Renaissance Dam on the Blue Nile River in Ethiopia and the Xayaburi Dam on the Mekong River in Laos","https://scispace.com/paper/is-dam-development-a-mechanism-for-human-security-scale-and-5e6hr0g6zy","2014","Dissertation","","Jennifer Corinne Veilleux","","https://scispace.com/pdf/is-dam-development-a-mechanism-for-human-security-scale-and-5e6hr0g6zy.pdf","approved: _____________________________________","Title: AN ABSTRACT OF THE DISSERTATION OF Authors: Jennifer Corinne,Aaron T Wolf"
"Regression Discontinuity Designs","https://scispace.com/paper/regression-discontinuity-designs-2ix2bube","2022","Journal Article","Annual Review of Economics","","10.1146/annurev-economics-051520-021409","https://scispace.com/pdf/regression-discontinuity-designs-2ix2bube.pdf","The regression discontinuity (RD) design is one of the most widely used nonexperimental methods for causal inference and program evaluation. Over the last two decades, statistical and econometric methods for RD analysis have expanded and matured, and there is now a large number of methodological results for RD identification, estimation, inference, and validation. We offer a curated review of this methodological literature organized around the two most popular frameworks for the analysis and interpretation of RD designs: the continuity framework and the local randomization framework. For each framework, we discuss three main topics: ( a) designs and parameters, focusing on different types of RD settings and treatment effects of interest; ( b) estimation and inference, presenting the most popular methods based on local polynomial regression and methods for the analysis of experiments, as well as refinements, extensions, and alternatives; and ( c) validation and falsification, summarizing an array of mostly empirical approaches to support the validity of RD designs in practice. ","Authors: Andrea Weber,Zhengfei Yu"
"Extensive performance on the antisaccade task does not lead to negative transfer","https://scispace.com/paper/extensive-performance-on-the-antisaccade-task-does-not-lead-1m1ih48ube","2011","Journal Article","Psychonomic Bulletin & Review","Gene A. Brewer
Gregory J. Spillers
Brittany D. McMillan
Nash Unsworth","10.3758/S13423-011-0130-9","https://scispace.com/pdf/extensive-performance-on-the-antisaccade-task-does-not-lead-1m1ih48ube.pdf","Executive-control processes regulate thoughts, emotions, actions, and behaviors that are critical for everyday functioning. Recently, researchers have suggested that these processes can be flexibly modified by tasks that require executive control. Specifically, it has been argued that executive-control tasks can deplete these executive-control processes, which can in turn lead to negative transfer on subsequent task performance. Importantly, the degrees of malleability in executive-control processes and transfer to different tasks are of ongoing debate. The present study critically examined the hypothesis that executive-control processes can be exerted and whether or not this exertion would negatively transfer to performance on various subsequent tasks. Across a series of experiments, negative transfer effects from extensive performance on the antisaccade task were not found. Traditional hypothesis testing and Bayes factor computations were used to validate these findings. Collectively, the present results put in question the use of the antisaccade task to observe both near and far negative transfer from using executive-control processes.","Title: Extensive performance on the antisaccade task does not lead to negative transfer Authors: Gene A Brewer (Corresponding Author),Gregory J Spillers,Brittany Mcmillan,Nash Unsworth"
"The extent of the relationship between reading and writing achievement among international students enrolled in a university freshman composition course","https://scispace.com/paper/the-extent-of-the-relationship-between-reading-and-writing-27avvenwb0","1989","","","Geraldine Louise Graber-Wilson","","https://scispace.com/pdf/the-extent-of-the-relationship-between-reading-and-writing-27avvenwb0.pdf","approved: Signature redacted for privacy.","Title: AN ABSTRACT OF THE THESIS OF Authors: Gerri Graber-Wilson,Wayne Haverson"
"Age determination and age-specific reproduction in raccoons in northwestern Oregon","https://scispace.com/paper/age-determination-and-age-specific-reproduction-in-raccoons-2uzbr3jk6g","1984","Dissertation","","Brad C. Fiero","","https://scispace.com/pdf/age-determination-and-age-specific-reproduction-in-raccoons-2uzbr3jk6g.pdf","","Title: AN ABSTRACT OF THE THESIS OF Authors: Brad C Fiero,B J Verts"
"Présentation des balises Argos","https://scispace.com/paper/presentation-des-balises-argos-qj3zi6lksj","1979","","","M. Peberay","","https://scispace.com/pdf/presentation-des-balises-argos-qj3zi6lksj.pdf","","Authors: -Sfminaire Tflftransmission"
"Automated synthesis of analog to digital conversion","https://scispace.com/paper/automated-synthesis-of-analog-to-digital-conversion-26jumfrfa3","2010","Dissertation","","Skyler Weaver","","https://scispace.com/pdf/automated-synthesis-of-analog-to-digital-conversion-26jumfrfa3.pdf","","Title: AN ABSTRACT OF THE DISSERTATION OF Authors: Skyler Weaver,Un-Ku Moon"
"Erworbene neuromuskuläre Schwäche","https://scispace.com/paper/erworbene-neuromuskulare-schwache-ra8a4w2yc1","2011","Journal Article","Anaesthesist","M. Krebs
Steffen Weber-Carstens","10.1007/S00101-011-1950-8","https://scispace.com/pdf/erworbene-neuromuskulare-schwache-ra8a4w2yc1.pdf","","Authors: M Krebs,S Weber-Carstens"
"[Acquired neuromuscular weakness : underestimated problem in intensive care medicine].","https://scispace.com/paper/acquired-neuromuscular-weakness-underestimated-problem-in-49fyfhhary","2011","Journal Article","Anaesthesist","M. Krebs
S Weber-Carstens","10.1007/S00101-011-1950-8","https://scispace.com/pdf/acquired-neuromuscular-weakness-underestimated-problem-in-49fyfhhary.pdf","","Authors: M Krebs,S Weber-Carstens"
"Erworbene neuromuskuläre Schwäche: Unterschätztes Problem in der Intensivmedizin","https://scispace.com/paper/erworbene-neuromuskulare-schwache-unterschatztes-problem-in-1ob84o4c1s","2011","Journal Article","Anaesthesist","M. Krebs
S. Weber-Carstens","10.1007/S00101-011-1950-8","https://scispace.com/pdf/erworbene-neuromuskulare-schwache-unterschatztes-problem-in-1ob84o4c1s.pdf","","Authors: M Krebs,S Weber-Carstens"
"Incremental Learning Through Deep Adaptation","https://scispace.com/paper/incremental-learning-through-deep-adaptation-2nb9cizn7a","2020","Journal Article","IEEE Transactions on Pattern Analysis and Machine Intelligence","Amir Rosenfeld
John K. Tsotsos","10.1109/TPAMI.2018.2884462","https://scispace.com/pdf/incremental-learning-through-deep-adaptation-2nb9cizn7a.pdf","Given an existing trained neural network, it is often desirable to learn new capabilities without hindering performance of those already learned. Existing approaches either learn sub-optimal solutions, require joint training, or incur a substantial increment in the number of parameters for each added domain, typically as many as the original network. We propose a method called Deep Adaptation Modules (DAM) that constrains newly learned filters to be linear combinations of existing ones. DAMs precisely preserve performance on the original domain, require a fraction (typically 13 percent, dependent on network architecture) of the number of parameters compared to standard fine-tuning procedures and converge in less cycles of training to a comparable or better level of performance. When coupled with standard network quantization techniques, we further reduce the parameter cost to around 3 percent of the original with negligible or no loss in accuracy. The learned architecture can be controlled to switch between various learned representations, enabling a single network to solve a task from multiple different domains. We conduct extensive experiments showing the effectiveness of our method on a range of image classification tasks and explore different aspects of its behavior.","sets, then the proposed method will likely work far worse than vanilla fine-tuning or training from scratch. We leave the investigation of this issue, as well as finding ways between striking a balance between reusing features and learning new ones as future work. CONCLUSIONS:
 We have presented a method for transfer learning thats adapts an existing network to new tasks while fully preserving the existing representation. Our method matches or outperforms vanilla finetuning, though requiring a fraction of the parameters, which when combined with net compression Figure : (a) Accuracy vs. learning method. Using only the last layer (feature extractor) performs worst. finetune: vanilla fine-tuning. Diagonal : our controller modules with a diagonal combination matrix. Linear: our full method. On average, our full method outperforms vanilla fine tuning. (b) Accuracy vs. quantization: with as low as 8 bits, we see no significant effect of network quantization on our method, showing they can be applied together. Our method achieve better performance over baselines for a large range of parameter budgets. For very few parameters diagonal (ours) outperforms features extraction. To obtain maximal accuracy our full method requires far fewer parameters (see linear vs finetune). (b) Our method (linear) converges to a high accuracy faster than fine-tuning. The weaker variant of our method converges as fast as feature-extraction but reaches an overall higher accuracy (3 (a)). (c) zoom in on top-right of (b). CONCLUSIONS:
 reaches 3% of the original parameters with no loss of accuracy. The method converges quickly to high accuracy while being on par or outperforming other methods with the same goal. Built into our method is the ability to easily switch the representation between the various learned tasks, enabling a single network to perform seamlessly on various domains. The control parameter α can be cast as a real-valued vector, allowing a smooth transition between representations of different tasks. An example of the effect of such a smooth transition can be seen in Fig.  (c) where α is used to linearly interpolate between the representation of differently learned tasks, allowing one to smoothly control transitions between different behaviors. Allowing each added task to use a convex combination of already existing controllers will potentially utilize controllers more efficiently and decouple the number of controllers from the number of tasks."
"Production and partitioning of organic matter during simulated phytoplankton blooms","https://scispace.com/paper/production-and-partitioning-of-organic-matter-during-2smdmzfpav","2003","Journal Article","Limnology and Oceanography","Michael S. Wetz
Patricia A. Wheeler","10.4319/LO.2003.48.5.1808","https://scispace.com/pdf/production-and-partitioning-of-organic-matter-during-2smdmzfpav.pdf","Few studies have examined the partitioning of organic matter in upwelling systems, despite the fact that these systems play a key role in carbon and nitrogen budgets in the ocean. We examined the production and partitioning of phytoplankton-derived organic matter in deck incubations off Oregon during the upwelling season. During exponential growth of the phytoplankton, $78% of total accumulated organic matter was in particulate (POM) form. This suggests that dissolved organic matter (DOM) is a small fraction of primary production during the exponential growth of coastal phytoplankton blooms. After nitrate depletion, carbon-rich (C : N $ 16) DOM accumulated in incubations dominated by the diatom Chaetoceros sp., accounting for 38% (68.5%) of accumulated total organic carbon (TOC) and 24% (68%) of accumulated total organic nitrogen (TON). However, in a bloom dominated by the diatom Leptocylindrus minimus,a relatively smaller amount of DOM accumulated, accounting for only 15% of accumulated TOC and 7% of accumulated TON. On the basis of measured concentrations of nitrate and accumulated TOC, ;70%‐157% more carbon was fixed than would be predicted by Redfield stoichiometry (referred to as ‘‘excess carbon fixation’’), with 20%‐69% of the excess carbon fixation occurring after nitrate depletion. The accumulation of carbon-rich DOM and excess carbon fixation suggests that nitrate assimilation (i.e., new production) might not equate to net production of POM in coastal upwelling systems. Coastal upwelling systems are among the most productive marine ecosystems in the world. Although accounting for only 1% of total ocean surface area, coastal upwelling regions account for $10% of global new production (Chavez and Toggweiler 1995). New production is defined as primary production that is based on newly available nitrogen (Dugdale and Goering 1967) and is commonly determined from regional observations of nitrate-based primary production, because nitrate is globally the main source of new nitrogen to the euphotic zone. In coastal regions, the fate of new production is thought to be export through sinking of particulate organic matter (POM) or through the accumulation of higher trophic level biomass (e.g., fish production) (Eppley and Peterson 1979; Walsh 1991). However, earlier paradigms are now being revisited, because numerous studies have shown an accumulation of dissolved organic matter (DOM) after phytoplankton blooms and over the course of the growing season in a variety of marine systems (Ittekkot et al. 1981; Bronk et al. 1994; Williams 1995). Additionally, elevated carbon fixation relative to nitrogen assimilation has been observed in the surface ocean (Sambrotto et al. 1993). The fate of this excess fixed carbon is largely unknown. Mechanisms, such as aggregate formation resulting from transparent exopolymer (TEP) production by phytoplankton, are now being elucidated, and these might facilitate rapid export of the excess fixed carbon from the euphotic zone (Engel et al. 2002).","Title: AN ABSTRACT OF THE THESIS OF Authors: Michael S Wetz,Patricia A Wheeler,Jen Harman,Julie Arrington,Katie Reser,Erin Clark"
"A Method for Driving the Solar Control Mechanism Selection","https://scispace.com/paper/a-method-for-driving-the-solar-control-mechanism-selection-1duica9rok","2017","","","Vitaliya Mokhava
Christopher Nilsson","","https://scispace.com/pdf/a-method-for-driving-the-solar-control-mechanism-selection-1duica9rok.pdf","Highly glazed spaces are continuously increasing in popularity due to architectural attractiveness. However, increased use of glass often jeopardizes thermal comfort in several ways and problem of overheating is one of them. A way to face this problem is to appropriately use solar control mechanisms. However, a proper selection of solar control mechanisms from an early design stage is a complex task that often can puzzle experienced building physicists, facade designers and architects. 

In this project a method was developed, which drives the selection of appropriate solar control mechanisms based on analysis of overheating due to solar heat gains. The aim of the method is to maintain adequate thermal comfort levels in highly glazed spaces. Two thermal comfort models, Predicted Mean Vote and Adaptive Model, were chosen to set the thermal comfort boundaries included in the method. Moreover, in order to make the output of this method more realistic, the effect of direct solar component was considered as an adjustment to the mean radiant temperature. Three different types of solar control mechanisms have been investigated and assessed, those are solar control glass, interior and exterior fabric blinds. 

The results present the overheating in annual overheating charts colored after the scaled range of temperatures for every hour of the year. As a result of the analysis, the appropriate solar control mechanisms are defined according to their performance in solving particular overheating problem. By that the method suggests solutions and helps the designer to understand the potential improvements that can be realized by implementing solar control mechanisms. The method aims to assist specialists with the selection process of solar control mechanism that respects the architectural vision without compromising the quality of thermal comfort.

Due to limitations, only three types of solar control mechanisms were included in this study and a future investigation of angular dependent shading devices would be a valuable addition to the method.","Acknowledgement:
 We also would like to thank Anton Hendrix and Denis Arampatzis for the productive discussions we had, sharing thoughts and knowledge along the work with this Master thesis."
"The influence of support on divorce adjustment : an evaluation","https://scispace.com/paper/the-influence-of-support-on-divorce-adjustment-an-evaluation-27wel6weps","1994","","","Stephen R. Bearden","","https://scispace.com/pdf/the-influence-of-support-on-divorce-adjustment-an-evaluation-27wel6weps.pdf","","Title: AN ABSTRACT OF THE THESIS OF Authors: Stephen R Bearden,Anisa M Zvonkovic"
"Private forests, public policy : oak conservation on family forests in Oregon’s Willamette Valley","https://scispace.com/paper/private-forests-public-policy-oak-conservation-on-family-303u7miz6w","2006","Dissertation","","Alexandra Paige Fischer","","https://scispace.com/pdf/private-forests-public-policy-oak-conservation-on-family-303u7miz6w.pdf","","Title: AN ABSTRACT OF THE DISSERTATION OF Authors: Alexandra Paige,John C Bliss"
"Conversion of biomass constituents to hydrogen-rich gas by supercritical water in a microchannel reactor","https://scispace.com/paper/conversion-of-biomass-constituents-to-hydrogen-rich-gas-by-50t3jr56fs","2010","Dissertation","","Aaron K. Goodwin","","https://scispace.com/pdf/conversion-of-biomass-constituents-to-hydrogen-rich-gas-by-50t3jr56fs.pdf","approved: _______________________________________________________________________","Title: AN ABSTRACT OF THE DISSERTATION OF Authors: Aaron K Goodwin,Gregory L Rorrer"
"302 Effect of Home Based Child Care (HBCC) on Child Mortality in a Tribal Population: Results of a Field Trial","https://scispace.com/paper/302-effect-of-home-based-child-care-hbcc-on-child-mortality-gn1kpq3bwt","2010","Journal Article","Pediatric Research","A R Satav","10.1203/00006450-201011001-00302","https://scispace.com/pdf/302-effect-of-home-based-child-care-hbcc-on-child-mortality-gn1kpq3bwt.pdf","302 Effect of Home Based Child Care (HBCC) on Child Mortality in a Tribal Population: Results of a Field Trial","Title: Poster Presentation Abstracts Authors: F Neiva,A Afonso,F Branca,H Antunes,A R Satav"
"""Identity in the making"" in an adolescent new media maker experience : the role of interest, figured worlds, and use of authentic tools and practices","https://scispace.com/paper/identity-in-the-making-in-an-adolescent-new-media-maker-1y1ft9vgqs","2015","Dissertation","","Jennifer N. Wyld","","https://scispace.com/pdf/identity-in-the-making-in-an-adolescent-new-media-maker-1y1ft9vgqs.pdf","","Title: AN ABSTRACT OF THE DISSERTATION OF Authors: Jennifer N Wyld,Lynn D Dierking"
